nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
142,0.6013335078697684,0.6048859748114875,0.6140513037575599,nan,2.4864190277698523e-06
143,0.6013340738574874,0.6048857758104921,0.6140507378403239,nan,2.4136237831496835e-06
144,0.6013340010434591,0.6048843487898374,0.6140522519954607,nan,2.214427210472385e-06
145,0.6013341941894869,0.6048853042284199,0.6140507078338244,nan,2.950322500522395e-06
146,0.6013344213947389,0.6048852877909605,0.6140517517512087,nan,2.55992927163467e-06
147,0.6013347725350859,0.6048858094764836,0.614050968238096,nan,2.394357672974276e-06
148,0.6013333714627669,0.6048842201111132,0.6140530744083679,nan,2.6433419262446934e-06
149,0.6013338079301681,0.604884239733367,0.6140496887174164,nan,3.063777072874565e-06
150,0.601334322046213,0.6048851084007234,0.6140533549551447,nan,2.6209155246578593e-06
151,0.6013341197076479,0.6048856275899874,0.614050749438021,nan,2.712567112255031e-06
152,0.6013342337135597,0.6048841631342967,0.6140520363533197,nan,2.7121124850734574e-06
153,0.6014037950124463,0.6047376929038875,0.6137249358290751,nan,2.7013678458280685e-06
154,0.6014042208584021,0.6047369697747996,0.6137235936338081,nan,3.3446029544148497e-06
155,0.6014046733832469,0.6047370847010296,0.613720542916979,nan,2.4519893843395298e-06
156,0.6014049613147542,0.6047368565282509,0.6137233476021547,nan,2.6424654241949138e-06
157,0.6014050344862207,0.6047383221595599,0.6137234391598556,nan,2.8989148212850475e-06
158,0.6014050672331279,0.6047383813216427,0.6137202857545665,nan,2.73583536409824e-06
159,0.6014049727163018,0.6047375095183903,0.6137242454108244,nan,2.447342923153286e-06
160,0.6014030855707108,0.6047367798452308,0.6137220364046886,nan,2.5062208772001844e-06
161,0.6014046474730192,0.6047377080600607,0.6137212963612181,nan,2.799357453643086e-06
162,0.6014063686894238,0.6047377778253203,0.6137249790910139,nan,2.503685444282104e-06
163,0.6014041980897767,0.6047381194909858,0.6137226254966727,nan,3.103040394764224e-06
164,0.6014052761581637,0.6047365962505215,0.6137232629625441,nan,2.2859790835076347e-06
165,0.6014046561079814,0.604736399303131,0.6137227372135441,nan,2.5695179283201488e-06
166,0.6014046075179783,0.6047379235298014,0.6137241893483767,nan,2.7972593885878226e-06
167,0.6014051978289043,0.604737207461112,0.6137201136028648,nan,2.6479481599595198e-06
168,0.6014138516995431,0.6046844736424319,0.6137350606396181,nan,2.792384534685297e-06
169,0.6014139470005857,0.6046839857548936,0.6137353444751866,nan,2.2822768463745845e-06
170,0.6014151520653936,0.6046861514459267,0.6137320550606795,nan,2.4563327126737907e-06
