Feat_nb,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
79,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
80,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
81,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
82,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
83,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
84,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
85,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
86,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
87,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
88,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
89,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
90,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
91,0.665878350942261,0.6124112050535141,nan,nan,2.7524934393641335e-17
92,0.6535990223049882,0.6038577459340171,nan,nan,4.1287401590462e-17
93,0.6535990223049882,0.6038577459340171,nan,nan,4.1287401590462e-17
94,0.6535990223049882,0.6038577459340171,nan,nan,4.1287401590462e-17
95,0.6535990223049882,0.6038577459340171,nan,nan,4.1287401590462e-17
96,0.6535990223049882,0.6038577459340171,nan,nan,4.1287401590462e-17
97,0.6538718154510604,0.6018252256088139,nan,nan,2.7524934393641335e-17
98,0.6538718154510604,0.6018252256088139,nan,nan,2.7524934393641335e-17
99,0.6539305181220321,0.6018252256088139,nan,nan,2.7524934393641335e-17
100,0.653922132026179,0.6018252256088139,nan,nan,2.7524934393641335e-17
101,0.6538626410985454,0.6041828964502807,nan,nan,4.1287401590462e-17
102,0.6538626410985454,0.6041828964502807,nan,nan,4.1287401590462e-17
103,0.6538626410985454,0.6041828964502807,nan,nan,4.1287401590462e-17
104,0.6538626410985454,0.6041828964502807,nan,nan,4.1287401590462e-17
105,0.6538626410985454,0.6041828964502807,nan,nan,4.1287401590462e-17
106,0.6621191743645471,0.6236985659659503,nan,nan,2.7524934393641335e-17
107,0.6623493435815456,0.6219370483507742,nan,nan,3.440616799205167e-17
108,0.6623493435815456,0.6219370483507742,nan,nan,3.440616799205167e-17
109,0.6623408448775979,0.6220752653514652,nan,nan,3.440616799205167e-17
110,0.6623408448775979,0.6220752653514652,nan,nan,3.440616799205167e-17
111,0.6623408448775979,0.6220752653514652,nan,nan,3.440616799205167e-17
112,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
113,0.6632842010157869,0.6216606143493919,nan,nan,2.0643700795231e-17
114,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
115,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
116,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
117,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
118,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
119,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
120,0.6633181958315775,0.6216606143493919,nan,nan,2.0643700795231e-17
