nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
194,0.6231088096508685,0.6084624160396995,0.6218990116260052,0.6171909179013817,4.032428875733929e-05
195,0.6230880232404211,0.608420584792241,0.6218480351947171,0.6171579556818566,7.654803450324816e-05
196,0.6231026064557013,0.608448140522212,0.62188850065352,0.617180809041793,6.686846097973514e-05
197,0.6230956187349002,0.6084879811596622,0.6218607810118726,0.6172190425428361,5.123765514643358e-05
198,0.6231055038863247,0.6084624160396995,0.6218840200623489,0.6171909179013817,4.032428875733929e-05
199,0.6231092756086657,0.608419589487237,0.6218990555068216,0.6171809704703877,9.69794995972811e-05
200,0.6230855944403906,0.6084614207346954,0.6218443924596997,0.617213932689913,6.426409044622272e-05
201,0.6231041796330227,0.608419589487237,0.6218946046340065,0.6171605913226155,9.69794995972811e-05
202,0.6230974087920357,0.6084889764646663,0.6218742099808139,0.6172164069020771,3.29246438987124e-05
203,0.6231385193132778,0.6087929543515682,0.6218266267178232,0.6173662250718163,2.469348292402398e-05
204,0.6231259092157012,0.6087122777716638,0.6218363291013225,0.6172923937104889,6.686846097972137e-05
205,0.6231250962537788,0.6086980022541763,0.6218379053765754,0.6172822848509002,7.571651838718664e-05
206,0.6231688217154912,0.6087939496565723,0.6191472183997119,0.6172963014063628,5.94688161210986e-05
207,0.6231568369584026,0.6087521184091139,0.6190924170982248,0.6172633391868376,6.426409044620895e-05
208,0.6231785683136586,0.6088092204790639,0.6191507059986698,0.6173016436088188,7.826681104684378e-05
209,0.6231685384867363,0.6087673892316056,0.6191067898289242,0.6172708124056673,6.686846097972549e-05
210,0.6231828920115179,0.6087959402665806,0.619137072409576,0.617288899108471,8.08711815803562e-05
211,0.6231442332966498,0.6087949449615765,0.6190785958383176,0.6172926002574168,7.311214785367973e-05
212,0.6231660767788616,0.6088082251740599,0.6191129248333782,0.6173042792495776,6.831687352856525e-05
213,0.6231721746553902,0.6087673892316057,0.6191256738614698,0.6172676158811066,8.797253611951791e-05
214,0.6231687632546927,0.6087929543515682,0.6191152060035432,0.6172957405225611,8.065351147505792e-05
215,0.623155303596141,0.6087826600540971,0.6191095356786389,0.6172761546081234,8.170269769640396e-05
216,0.6231623645989497,0.6087541090191222,0.6191104710816315,0.6172548713807589,8.880405223556567e-05
217,0.6231536777951203,0.6087265532891513,0.6191062042861146,0.6172330835290094,7.989400442115445e-05
218,0.6231675746194021,0.6087826600540971,0.6191127763194599,0.6172740235917494,9.781101571331749e-05
219,0.6231645136436846,0.6087541090191222,0.6191593086606698,0.6172559368889459,6.769997709577325e-05
220,0.6231688470677355,0.6087653986215973,0.6191506740489828,0.6172739526708115,8.057289126088923e-05
221,0.6231723671230385,0.6087949449615765,0.6191882475329015,0.617290469241043,9.080826266861028e-05
222,0.6231849393441818,0.608753113714118,0.6191797301184699,0.6172564415133309,9.628431730835948e-05
